Object ID,Longitude,Latitude,Distance (Parsecs),Name,Diameter (Parsecs)
18218,123.2672,-13.3038,302,Alessi 1,2.10839199
19656,31.6536,-20.9888,513,Alessi 10,1.343033928
19729,67.4656,-11.508,537,Alessi 12,3.124174608
18303,238.5486,-56.9814,100,Alessi 13,2.909702824
19500,40.2164,12.7578,550,Alessi 19,7.03987907
18339,152.2918,6.3292,501,Alessi 2,2.186038761
18186,117.4752,-3.7597,450,Alessi 20,2.618023415
18597,223.437,0.0038,500,Alessi 21,3.054364183
19348,328.8934,-14.7543,500,Alessi 24,9.600490454
18606,257.9214,-15.3777,288,Alessi 3,3.016039197
19424,15.1977,7.6544,650,Alessi 31,3.403423144
18567,237.8828,-9.6045,750,Alessi 33,6.545150843
18758,264.9227,-10.4438,1100,Alessi 34,7.679573474
19818,101.7346,-11.4833,600,Alessi 37,3.141621363
19533,13.9074,-5.601,800,Alessi 40,6.004045351
30727,262.5038,1.4779,850,Alessi 43,5.934215866
19613,40.208,-10.641,500,Alessi 44,5.759841294
19000,288.0832,-2.0497,398,Alessi 5,1.910277535
26828,43.2108,0.967,3900,Alessi 56,1.247910458
26846,50.1969,0.7653,3900,Alessi 57,1.41808008
19237,326.4865,4.2607,575,Alessi 8,2.007136792
19386,344.2881,-8.9685,211,Alessi 9,4.604036378
19836,111.2293,-5.3655,1000,Alessi J2327+55,3.665207842
26943,87.4576,9.2775,550,Alessi-Teutsch 11,2.111858774
26611,330.6618,-10.334,700,Alessi-Teutsch 12,6.719724022
18735,266.4551,-12.8466,800,Alessi-Teutsch 3,5.026614394
19794,104.4508,4.1477,900,Alessi-Teutsch 5,3.298687057
18814,258.2955,0.2747,900,Alessi-Teutsch 7,7.854181012
19081,297.0692,1.3932,650,Alessi-Teutsch 8,2.268937243
18298,155.7355,-17.7959,700,Alessi-Teutsch 9,5.864443484
19359,355.8565,1.6437,1250,Antalova 1,6.36323453
18685,248.1255,-5.8761,13341,Arp-Madore 2,3.880739701
30011,118.1525,0.1971,4000,ASCC 1,13.96269073
31437,64.377,12.6628,350,ASCC 100,1.893700717
31448,67.9939,11.5874,350,ASCC 101,2.199143797
31463,63.2686,6.6426,1500,ASCC 102,4.712404484
31479,54.9016,-1.5568,800,ASCC 104,6.702221124
31483,62.7899,2.1516,500,ASCC 105,5.236179161
31498,58.8654,-1.8908,700,ASCC 107,1.343905175
31509,74.455,5.9857,1100,ASCC 108,4.223717547
31510,70.3391,3.5111,450,ASCC 109,3.927090506
30131,150.5641,-9.2301,650,ASCC 11,3.970673438
31529,70.4505,1.3944,800,ASCC 110,3.211423074
31550,74.6215,2.0778,1600,ASCC 111,15.35936919
31632,82.8849,-6.6536,450,ASCC 113,3.691454168
31658,97.0706,1.002,550,ASCC 114,1.535893734
31667,97.4508,-2.5433,600,ASCC 115,1.675520437
31668,99.4941,-0.318,5000,ASCC 116,15.70801495
31671,104.8495,5.394,1200,ASCC 117,7.330474039
31686,97.7321,-8.3873,1000,ASCC 119,3.665207842
30173,163.0341,-1.8562,500,ASCC 12,2.18167541
31695,104.7362,-0.6003,2500,ASCC 120,13.09008901
31696,103.5643,-2.5913,2500,ASCC 121,10.03569711
31697,95.9112,-15.9023,700,ASCC 122,8.796922486
31702,104.7462,-3.9989,250,ASCC 123,5.585982931
31713,110.1783,2.7651,1500,ASCC 125,14.39940862
31717,106.5859,-8.4543,800,ASCC 126,4.188828485
31720,112.2603,4.135,350,ASCC 127,4.398461243
31723,109.9354,-5.963,900,ASCC 128,5.497855529
30199,163.4007,3.2604,800,ASCC 13,9.77433013
31749,116.2076,0.3363,3400,ASCC 130,8.901199521
30207,171.8366,-1.0291,1100,ASCC 14,4.223717547
30211,170.9846,0.0772,1400,ASCC 15,4.886941754
30220,176.5624,-3.0711,2000,ASCC 17,8.726701641
30225,202.0846,-18.4808,500,ASCC 18,5.410731873
30229,204.8888,-19.4664,350,ASCC 19,4.887239507
30015,118.4626,-6.8875,1200,ASCC 2,6.283242727
30236,201.6686,-17.5262,450,ASCC 20,5.890822688
30237,199.861,-16.4792,500,ASCC 21,6.981770725
30310,167.5205,14.4219,600,ASCC 23,3.769960795
30324,216.6402,-8.2268,400,ASCC 24,2.443491346
30373,190.181,9.7281,1400,ASCC 25,5.131290978
30383,206.3555,3.0696,800,ASCC 26,2.373654748
30392,217.1182,-1.4574,1200,ASCC 27,4.188807218
30394,213.0803,0.6625,800,ASCC 28,4.188828485
30395,214.7267,-0.1156,750,ASCC 29,2.879807419
30024,120.0209,-7.477,1700,ASCC 3,6.230853331
30402,219.0925,-1.596,800,ASCC 30,3.630309763
30416,210.8906,3.6984,600,ASCC 31,1.780241061
30424,236.6762,-8.7291,800,ASCC 33,12.56740426
30450,209.6722,6.9927,550,ASCC 34,2.879819583
30453,213.4631,5.6893,800,ASCC 35,5.585144344
30458,234.3172,-4.6368,750,ASCC 36,2.356202242
30470,237.6905,-5.454,1600,ASCC 37,4.468054499
30504,221.98,5.3651,500,ASCC 38,2.268943602
30525,237.953,-1.7185,1500,ASCC 39,7.854053409
30043,123.1377,-1.2911,750,ASCC 4,5.236072823
30530,229.9738,2.8475,700,ASCC 40,2.199122092
30596,244.7361,-0.3845,1000,ASCC 43,6.108728366
30650,253.6325,-0.3108,3000,ASCC 45,10.47201804
30651,264.4407,-7.3285,900,ASCC 46,6.283287387
30682,257.3945,1.6155,400,ASCC 48,2.234044671
30045,123.8553,-7.02,1500,ASCC 5,3.403397882
30753,286.2453,-14.08,500,ASCC 51,5.759841294
30770,275.9642,-2.4087,1500,ASCC 52,7.068635794
30783,280.5657,-5.3662,2500,ASCC 53,13.52643369
30791,277.9035,-0.9036,1200,ASCC 54,4.60769187
30800,280.616,-2.0922,1100,ASCC 55,4.415706726
30824,286.3898,-6.8759,800,ASCC 56,4.886982693
30827,287.9686,-8.5965,1500,ASCC 57,9.948522605
30832,281.7116,1.3281,600,ASCC 58,4.188858258
30837,283.7838,-0.5127,550,ASCC 59,3.359800601
30069,130.3457,-4.3366,1200,ASCC 6,6.283242727
30859,285.6711,-0.3223,800,ASCC 60,1.675518532
30881,286.4096,1.9373,1700,ASCC 61,9.494689853
30885,288.4364,-0.6657,3000,ASCC 62,14.66088243
30893,289.1279,-0.6732,3500,ASCC 63,9.162999507
30905,290.1422,-0.7682,1500,ASCC 64,4.712404484
30922,291.1159,-0.5714,3500,ASCC 65,13.43910129
30930,289.2932,4.8401,1000,ASCC 66,5.236035606
30947,294.5631,0.7105,1500,ASCC 67,5.236009022
30969,299.0466,-7.2372,1000,ASCC 69,6.981430431
30080,131.5454,-2.7686,2000,ASCC 7,8.726701641
30978,299.0117,-1.836,2700,ASCC 70,14.13729614
30981,299.9908,-4.8239,1300,ASCC 71,9.3027637
30999,300.6944,1.8416,1100,ASCC 72,4.799685903
31001,301.4964,-4.4596,650,ASCC 73,4.53792978
31043,308.6625,3.5671,550,ASCC 74,1.919869975
31053,309.3324,-0.2428,3000,ASCC 75,8.901205306
31058,308.9767,-4.2448,600,ASCC 76,3.66523702
31076,312.0013,-0.8639,2200,ASCC 77,12.28724569
31112,314.7702,-8.6469,2400,ASCC 78,6.702081749
31119,320.0418,-2.8648,800,ASCC 79,7.260769042
30090,134.0235,-1.3231,2200,ASCC 8,11.51927833
31120,320.9227,-2.7319,1500,ASCC 80,6.545026231
31133,328.8356,2.8479,700,ASCC 81,3.176521042
31134,320.5548,-7.7407,800,ASCC 82,4.188828485
31137,328.1023,1.1059,600,ASCC 83,2.199124705
31139,323.5653,-5.4452,900,ASCC 84,3.927015739
31193,339.8987,-0.211,1200,ASCC 85,4.60769187
31217,355.1502,8.0105,900,ASCC 87,8.639645171
31226,349.889,3.075,1900,ASCC 88,18.23925092
30111,137.8776,-1.7515,2900,ASCC 9,8.604498462
31271,354.2878,-1.9158,500,ASCC 90,3.141633996
31293,353.1316,-4.9369,800,ASCC 91,4.188828485
31345,8.3295,-1.0497,2500,ASCC 93,11.78105966
31357,15.5446,0.9136,850,ASCC 94,3.708848198
31359,6.1579,-4.2785,1500,ASCC 95,8.377667517
31410,1.5483,-12.9423,800,ASCC 98,9.076101481
31417,15.8935,-7.9184,280,ASCC 99,1.123998076
19845,110.5656,-12.5353,500,Aveni-Hunter 1,3.417989692
19734,86.2171,0.8017,833,Barkhatova 1,2.423105613
19550,27.3554,-1.9467,2178,Basel 1,1.583886575
18260,134.3001,-2.6154,1944,Basel 10,0.5654866936
18610,228.2558,-0.7762,1520,Basel 11a,1.105375388
18437,187.4423,-1.1139,1800,Basel 11b,1.832596348
19751,88.2946,-1.2462,1466,Basel 12,0.852884324
19757,88.7502,-1.2444,1236,Basel 13,1.797690397
19765,88.589,-3.5909,964,Basel 14,0.7010407065
19760,90.8197,-0.1052,1355,Basel 15,1.182460868
19040,290.265,1.3351,1636,Basel 17,2.379467225
19143,307.1343,0.2624,2226,Basel 18,1.942551951
18909,277.7763,-3.6655,2024,Basel 20,2.943790747
18425,179.2295,1.1993,3000,Basel 4,1.57079647
19428,359.7671,-1.873,766,Basel 5,0.5570510178
19664,74.906,3.2977,1548,Basel 6,1.576032859
18506,203.8157,0.53,1684,Basel 7,1.224639574
18498,203.7791,-0.1199,1328,Basel 8,5.601376563
18305,138.6088,8.9015,2290,Berkeley 10,3.330672338
18180,117.6302,1.2061,4365,Berkeley 104,1.904590667
18324,157.0815,-3.6422,2200,Berkeley 11,1.59988543
18337,161.6696,-1.9911,3162,Berkeley 12,1.839577239
18350,162.873,0.707,5500,Berkeley 14,3.999713574
18351,162.2656,1.6091,1202,Berkeley 15,1.398591138
18377,175.6462,-3.6479,2700,Berkeley 17,2.748894522
18379,163.6315,5.0171,5800,Berkeley 18,10.12291994
18385,176.9015,-3.5879,4831,Berkeley 19,2.810562189
18194,119.707,-2.308,5250,Berkeley 2,1.527163139
18402,203.4833,-17.3727,8400,Berkeley 20,2.443461022
18431,186.8398,-2.5085,5000,Berkeley 21,3.636103249
18438,199.8766,-8.0785,6000,Berkeley 22,1.30899696
18496,192.6061,5.4458,6918,Berkeley 23,4.024729709
18511,210.5974,-2.6392,4700,Berkeley 24,4.785112686
18541,207.7805,2.5955,5035,Berkeley 27,1.464622172
18544,210.4075,1.5066,2557,Berkeley 28,1.115701795
18546,197.9835,8.0248,14871,Berkeley 29,12.97739895
18554,210.7801,2.8582,4790,Berkeley 30,2.090031912
18553,206.2536,5.12,8272,Berkeley 31,6.015569216
18557,207.952,4.4045,3100,Berkeley 32,2.705261027
18555,225.4245,-4.622,4000,Berkeley 33,1.745329363
18561,213.7314,2.1081,7280,Berkeley 34,2.117666219
18594,212.6023,5.36,4400,Berkeley 35,3.839725329
18605,227.3757,-0.5872,6140,Berkeley 36,4.46513479
18714,223.4615,10.0946,4780,Berkeley 39,4.866561412
18211,122.2904,1.5357,1250,Berkeley 4,0.7272206037
19585,53.2121,3.3541,1800,Berkeley 44,2.617995724
18243,129.2927,0.7597,6200,Berkeley 5,1.803506945
19680,67.8987,-3.1774,4900,Berkeley 52,2.138028469
19745,83.129,-4.1429,2300,Berkeley 54,1.338085911
19762,85.9909,-5.2214,12100,Berkeley 56,3.519747424
18176,116.7534,-1.2889,3715,Berkeley 58,2.701624714
18179,118.221,4.9961,1000,Berkeley 59,1.454442069
18189,118.8438,-1.6703,4365,Berkeley 60,1.904590667
18221,123.9817,1.0977,2320,Berkeley 62,1.687151908
18262,131.9189,4.6051,3981,Berkeley 64,1.158025991
18277,135.8344,0.2678,2274,Berkeley 65,1.653699758
18287,139.4337,0.2185,5000,Berkeley 66,2.908882415
18333,154.8777,2.5031,2450,Berkeley 67,3.563383069
18336,162.1251,-2.4076,1678,Berkeley 68,2.928665459
18387,174.4351,-1.7867,2860,Berkeley 69,1.247910494
18248,130.1379,0.3763,2570,Berkeley 7,1.495165561
18389,166.8944,3.5802,4168,Berkeley 70,3.637267084
18476,215.2781,-9.4237,6850,Berkeley 73,1.992584286
18630,211.7849,9.5989,4800,Berkeley 78,4.188791268
19546,31.1379,0.8326,2300,Berkeley 79,2.007129149
18253,127.3517,13.2127,3150,Berkeley 8,2.290745047
19559,32.1828,-1.2064,1445,Berkeley 80,0.8406670179
19571,34.5047,-2.0676,3000,Berkeley 81,2.18166195
19578,46.8535,1.624,860,Berkeley 82,0.2501638665
19696,76.6668,1.2724,1112,Berkeley 86,0.9704033104
19701,75.7149,0.3042,633,Berkeley 87,0.9206618296
19789,105.0721,7.3185,5600,Berkeley 93,1.628974014
19806,103.0947,-1.1846,2630,Berkeley 94,1.147554056
19810,103.6608,-2.0659,3087,Berkeley 96,0.8979719255
19831,115.9519,10.1063,4900,Berkeley 99,3.563381184
19037,291.9402,-3.1666,667,BH 111,0.1940224407
19131,305.346,-3.1559,12000,BH 144,2.61799392
19159,308.6723,0.5979,3800,BH 151,0.8290314079
19221,314.2881,-6.0748,541,BH 164,4.721235475
19317,344.6042,1.6166,417,BH 205,0.2426007934
19342,353.9968,3.0089,833,BH 221,1.211550243
19343,349.1269,-0.4415,6000,BH 222,1.745329301
18784,254.0812,-0.9593,437,BH 23,2.478830456
19400,359.4212,-0.518,1000,BH 245,0.1454441054
18811,262.5755,-2.9694,670,BH 34,2.436199484
18851,270.8096,-6.0467,667,BH 52,0.5820674533
18874,264.4882,1.4635,667,BH 56,1.940229824
18893,271.6314,0.3993,2300,BH 63,0.8363036368
18899,276.0027,-3.0062,7000,BH 66,4.072435381
18958,283.0986,-1.4759,2572,BH 90,1.496329114
18963,284.0403,-1.6011,909,BH 91,0.6610435707
18965,282.9836,0.4376,1249,BH 92,0.3633193829
18993,286.5578,-0.6245,507,BH 99,1.474807378
19719,80.1379,0.7432,1800,Bica 1,0.7853982132
19720,80.2227,0.7865,1800,Bica 2,1.30899717
19515,18.4441,-0.4155,1640,Bica 3,0.834849231
18616,235.6199,-4.1071,3930,Bica 4,1.428988388
19665,72.7318,1.7443,1667,Biurakan 1,2.424554929
19668,72.7509,1.3454,1106,Biurakan 2,3.217232662
18181,15.5717,-79.2613,269,Blanco 1,2.738807115
18480,192.4312,3.4008,2803,Bochum 1,10.59972596
18997,287.0164,-0.3147,2027,Bochum 10,5.89632062
19007,288.0251,-0.856,2412,Bochum 11,7.367057682
19020,289.8544,-1.7752,2218,Bochum 12,3.225952509
19340,351.2015,1.3597,1077,Bochum 13,2.193009236
19464,6.3877,-0.499,578,Bochum 14,0.1681333894
18691,247.988,-5.4833,2806,Bochum 15,1.224348548
18536,212.3015,-0.3897,2661,Bochum 2,0.5805401517
18573,218.7886,0.3504,1762,Bochum 3,1.025090163
18661,232.7531,0.7739,2291,Bochum 4,1.666062509
18659,232.4543,0.7698,872,Bochum 5,1.902411903
18663,234.7452,-0.2178,3981,Bochum 6,5.790133876
18843,265.1888,-1.9577,5754,Bochum 7,16.73775474
18988,286.7839,-1.5693,4600,Bochum 9,10.03565912
30219,200.9817,-18.3439,460,Briceno 1,4.977873323
31041,207.0012,54.0576,819,C1331-622,0.8338313382
18991,286.2357,-0.2895,1900,Carraro 1,1.105375318
18509,206.0044,-0.4626,769,Collinder 106,3.914661883
18510,207.1539,-0.8885,1738,Collinder 107,7.330717219
18514,209.6492,-1.9784,1950,Collinder 110,5.105099725
18552,235.7016,-9.9906,1100,Collinder 121,9.59955457
18604,242.9893,-8.8023,472,Collinder 132,5.492217237
18611,248.765,-11.1321,316,Collinder 135,2.29805736
18633,244.9298,-7.5911,405,Collinder 140,3.534381455
18763,261.3751,-8.1626,421,Collinder 173,22.67772378
18800,255.0556,0.5572,1486,Collinder 185,2.161300914
18844,261.4858,0.9914,838,Collinder 197,3.047067414
18876,269.2092,-1.8434,1853,Collinder 205,1.347539864
18932,276.8352,2.7765,1400,Collinder 213,3.461576737
18971,284.5675,-0.342,1547,Collinder 220,2.13752064
18982,286.3576,-1.7051,2820,Collinder 223,7.382759603
19002,287.6677,-1.0471,2201,Collinder 228,4.481720825
19003,287.493,-0.5436,2300,Collinder 232,1.338085911
19019,289.5392,-1.2603,769,Collinder 236,1.118465951
19045,290.8752,0.2054,1577,Collinder 240,7.339744278
19116,301.6836,-5.5276,2190,Collinder 261,2.866704934
19134,305.5413,-4.3474,1963,Collinder 268,1.427534136
19137,306.1676,-3.5133,1300,Collinder 269,2.836164534
19147,307.1027,-1.6402,1169,Collinder 271,0.8501209397
19148,307.5947,1.2015,2045,Collinder 272,2.974334031
19215,109.8666,44.6768,25,Collinder 285,1.456084187
19249,325.077,-2.6428,1667,Collinder 292,3.394379198
19314,344.3931,1.613,1000,Collinder 316,14.54543609
19365,354.1,-0.1735,855,Collinder 333,0.8704832652
19379,351.7338,-3.3378,500,Collinder 338,1.454445146
19402,359.7382,-0.3336,1514,Collinder 347,2.202025292
19411,26.749,14.6623,286,Collinder 350,1.622300939
19463,29.7496,12.517,249,Collinder 359,8.695271603
19479,7.1383,-2.1374,1250,Collinder 367,7.272287264
19556,14.883,-9.2358,690,Collinder 394,2.207849039
19691,78.0986,2.7805,769,Collinder 419,0.4473861154
19705,79.4499,2.5253,1111,Collinder 421,1.13111919
19746,86.2116,-1.41,1000,Collinder 428,1.454442069
18241,127.192,9.3889,702,Collinder 463,5.819933725
19489,12.7334,-0.8711,1481,Collinder 469,0.6462081966
18391,188.0051,-10.3171,310,Collinder 65,9.9226746
18404,195.0478,-12.0034,400,Collinder 69,4.072575636
18409,205.0299,-17.3509,387,Collinder 70,7.881250839
18426,199.0311,-10.3895,2510,Collinder 74,2.190388767
18471,188.1998,3.6844,667,Collinder 89,5.820820816
18492,201.7472,0.0056,556,Collinder 95,2.183418118
18488,207.9636,-3.3858,962,Collinder 96,1.679008445
18493,205.3696,-1.7581,630,Collinder 97,2.290754739
18281,135.6586,2.3103,3961,Czernik 13,2.304416649
18347,174.0754,-8.8558,2525,Czernik 19,5.141456194
18376,168.2857,1.4445,3370,Czernik 20,17.64543999
18647,230.7976,0.9354,4168,Czernik 29,3.031055669
18674,236.2692,0.2755,2200,Czernik 31,1.59988543
18726,245.886,-1.7298,4100,Czernik 32,1.788962597
19834,112.8415,0.134,2510,Czernik 43,1.825323831
18270,135.7957,-1.5785,1409,Czernik 8,0.4098614976
19496,11.6608,-1.7445,1760,Dias 5,0.7679449196
19518,19.6041,-1.028,2190,Dias 6,1.911136016
18523,211.9616,-1.845,625,Dolidze 23,0.9090262931
18530,211.9423,-1.2732,6800,Dolidze 25,19.78045398
19648,77.6594,5.9819,900,Dolidze 36,1.832598247
19660,77.2081,4.9993,1200,Dolidze 38,3.141599831
19683,75.536,1.4529,1429,Dolidze 39,2.494078034
19695,76.1219,1.0648,972,Dolidze 42,0.9896020278
18995,291.5066,-9.1549,910,ESO 062-11,0.7941250112
18960,287.1283,-6.6552,10607,ESO 092-18,7.713629433
19054,293.5066,-4.041,14000,ESO 093-08,2.036217475
18732,273.0994,-16.2725,550,ESO 123-26,1.279910429
19015,287.9357,1.1612,900,ESO 128-16,1.308997862
19085,297.3748,3.0997,2200,ESO 130-06,3.199772552
19377,333.982,-13.805,1500,ESO 139-13,1.090830975
18880,274.9233,-5.9213,450,ESO 165-09,0.9817492618
18883,273.8972,-3.9715,885,ESO 166-04,0.5148721874
19197,314.642,3.9601,550,ESO 175-06,1.439899923
19579,355.0152,-21.8939,1400,ESO 282-26,3.054331037
19311,344.3972,1.807,1200,ESO 332-08,1.745330483
18771,248.5794,0.7595,830,ESO 430-18,1.44862475
18690,242.4936,-2.4987,1400,ESO 493-03,1.425352715
19478,6.4755,-2.3893,1800,ESO 521-38,0.7853982132
30963,300.2173,-15.6085,114,Feigelson 1,0.2984519839
19031,290.0252,0.3847,1159,Feinstein 1,4.214261496
19504,0.6584,-8.1578,750,Ferrero 1,3.272513116
18463,208.1229,-7.9039,1500,Ferrero 11,4.712404484
19862,116.5593,-0.568,2560,Frolov 1,1.489347796
18649,230.8175,1.0069,5248,Haffner 10,2.289872124
18669,242.3889,-3.5197,5200,Haffner 11,3.781547379
18693,245.0089,-3.7246,714,Haffner 13,1.453861276
18709,247.9516,-4.1576,2078,Haffner 15,0.906698604
18724,242.0973,0.4673,3165,Haffner 16,2.301653357
18727,247.7055,-2.527,2880,Haffner 17,0.8377580646
18733,243.1514,0.4468,6028,Haffner 18,4.383686077
18734,243.0809,0.5237,5094,Haffner 19,1.481784577
18744,246.9721,-0.9305,3117,Haffner 20,1.360047906
18755,244.8501,1.6332,2951,Haffner 21,1.287616737
18593,230.0452,-3.8004,588,Haffner 23,0.9407332695
18787,249.6092,2.3392,1000,Haffner 26,0.7272206499
18618,227.8605,0.2581,3054,Haffner 6,2.665118444
18628,227.5334,1.3446,1182,Haffner 8,0.8595748081
18634,231.7964,-0.5872,1900,Haffner 9,1.105375318
19265,329.8356,-3.2845,1312,Harvard 10,4.770587647
19633,56.2793,-4.6542,1540,Harvard 20,1.567887986
19105,299.9844,1.9545,1184,Harvard 5,0.8610292494
19344,348.7035,-0.7667,3300,Havlen-Moffat 1,2.399828145
18715,219.3531,12.3528,370,Herschel 1,2.324809157
19041,290.7985,0.0768,1776,Hogg 10,0.7749262371
19044,290.9034,0.1194,2270,Hogg 11,0.6603162523
19048,291.2058,-0.1721,1428,Hogg 12,0.8307768177
19109,300.0612,2.9277,969,Hogg 14,0.4228060381
19119,302.0474,-0.2417,2262,Hogg 15,0.6579891466
19145,307.4773,1.3372,1585,Hogg 16,1.383173783
19209,314.8976,-0.8999,1310,Hogg 17,0.7621271927
19223,320.7653,6.4261,1535,Hogg 18,1.116283698
19301,338.5606,-1.1434,1216,Hogg 22,0.5305801263
19107,300.1488,1.8526,1250,Hogg 23,1.272636353
18954,283.959,-3.8502,2000,Hogg 6,0.8726646814
19671,77.6884,4.2785,5333,IC 1311,3.878267726
19756,89.5756,-0.4191,2083,IC 1369,1.514800614
19803,101.3634,-2.2031,2346,IC 1442,1.706059645
18217,123.1227,-6.2429,2940,IC 1590,1.71042286
18245,130.0714,-0.189,3970,IC 166,4.041893056
18269,134.7257,0.9189,2344,IC 1805,6.818438843
18283,137.191,0.9204,2002,IC 1848,5.241235718
18443,186.382,1.2462,2040,IC 2157,1.483530126
18828,270.3622,-6.8386,175,IC 2391,1.527201863
18834,266.6365,-3.5919,800,IC 2395,2.164213552
18903,277.8298,-4.4192,1134,IC 2488,2.96881184
18974,284.588,0.0351,2446,IC 2581,1.77878171
18999,289.6014,-4.9061,161,IC 2602,2.341815211
19053,292.4021,-1.799,1238,IC 2714,2.5208407
19065,294.8489,-1.6541,1794,IC 2944,16.9607423
18307,160.49,-17.8022,385,IC 348,0.4479680435
18322,147.4836,5.7006,1070,IC 361,0.9337513868
19352,340.0882,-7.9069,888,IC 4651,1.291544557
19401,30.6192,17.0817,352,IC 4665,3.58386656
19523,13.7024,-4.4337,620,IC 4725,2.615100504
19536,36.3808,5.2421,484,IC 4756,2.745432358
19685,75.3534,1.3062,1732,IC 4996,1.511455516
19787,94.3834,-5.495,852,IC 5146,2.478374528
19247,327.8996,1.8,570,Johansson 1,2.404205302
25611,147.0712,-0.5077,3600,Juchert 11,2.61799434
25615,145.1203,3.6802,4400,Juchert 9,1.919862299
18449,186.5814,2.1706,2520,Kharchenko 1,2.565634887
19509,16.6612,-0.3205,1990,Kharchenko 2,0.8104145941
19511,16.6797,-0.4477,2130,Kharchenko 3,2.478368656
19822,108.4815,-0.3958,3379,King 10,1.965822736
19849,117.1633,6.4773,2892,King 11,2.103122119
19857,116.1239,-0.1302,2378,King 12,1.037598306
18200,120.7292,0.3785,2960,King 14,3.444117945
18201,120.7483,-0.9265,3162,King 15,1.379682861
18210,122.0894,1.3242,2300,King 16,1.672607495
19828,110.5699,0.1443,1967,King 19,1.430443018
18215,122.8741,-4.6884,5750,King 2,4.181518737
19841,112.8415,-2.865,1900,King 20,1.65806321
19853,115.9465,0.6825,2103,King 21,1.223475944
18274,136.0146,-1.1977,3172,King 4,2.306743901
18292,143.7406,-4.2728,1900,King 5,1.381719235
18299,143.3607,-0.0765,871,King 6,1.266819042
18313,149.7745,-1.0191,2200,King 7,2.239839981
18427,176.3949,3.1194,6403,King 8,3.72511482
18397,173.1072,0.0466,1900,Kronberger 1,0.4421500852
26865,61.6436,1.908,11900,Kronberger 31,2.250020321
26313,289.5248,-1.9556,11100,Kronberger 39,1.291543652
19618,63.844,1.8842,7900,Kronberger 4,1.493710969
19601,54.1792,-0.6123,2700,Kronberger 79,0.8246680972
27021,95.2667,2.07,5900,Kronberger 81,3.003421014
18950,281.0212,-0.1738,360,Loden 1,1.099560848
19164,309.5035,1.9058,1111,Loden 1010,5.009274342
18985,284.687,1.1641,2500,Loden 112,2.545272705
19181,311.7586,3.3189,714,Loden 1171,1.14231897
19188,312.1806,1.8316,500,Loden 1194,1.018110137
19190,312.5802,1.6933,1429,Loden 1225,0.8313585942
19196,313.1116,-0.2883,1250,Loden 1256,1.818052586
18977,285.3549,-0.8637,400,Loden 143,2.385311585
18986,285.6766,0.0819,2670,Loden 153,0.776671539
18987,286.1171,-0.3608,1900,Loden 165,3.039784374
19010,286.6728,2.5893,720,Loden 189,2.303842475
19244,327.1996,2.2703,1410,Loden 2313,4.306613321
19246,327.5066,1.9856,900,Loden 2326,0.209439514
18944,282.2139,-2.2144,3950,Loden 28,11.49011665
19032,290.5548,-0.7845,2000,Loden 306,7.563129477
19042,290.7941,0.093,1000,Loden 309,0.21816616
19062,292.5555,2.7568,1200,Loden 372,1.047197817
19063,293.4675,0.7032,2450,Loden 402,3.563383069
18968,282.5659,2.0929,540,Loden 46,2.98454341
19077,295.7135,3.6593,1429,Loden 480,0.5195990856
19076,295.8281,0.7629,1520,Loden 481,5.747978402
19086,297.6693,1.7804,1111,Loden 565,2.585419066
18981,283.1177,3.2178,1111,Loden 59,0.3231768089
19094,299.6586,-2.1074,1667,Loden 615,0.6061383315
19120,302.4225,2.2176,900,Loden 682,3.403408264
19122,303.1249,2.1045,1700,Loden 694,5.686885692
19140,306.7594,0.1412,925,Loden 807,2.690723519
19139,307.0737,2.8735,2800,Loden 821,7.737646047
18980,284.353,0.8677,380,Loden 89,1.934423297
19153,308.3702,3.1705,500,Loden 915,2.327122472
19177,309.2996,-2.7538,2400,Loden 995,9.250290841
19641,69.0527,1.7035,2700,Loiano 1,2.356195088
19183,310.8494,-0.3374,1900,Lynga 1,0.8290314473
19298,335.6974,-3.4609,1000,Lynga 12,1.16355336
19312,340.919,-1.0887,881,Lynga 14,0.3844087921
19198,313.8653,-0.4518,900,Lynga 2,1.701698049
19258,330.3692,0.3231,1600,Lynga 6,1.16355304
18833,292.4817,-21.6535,97,Mamajek 1,0.5643294917
19361,17.0255,12.3087,161,Mamajek 2,0.2341651731
30227,197.2713,-15.556,92,Mamajek 3,3.346689443
19486,11.9833,-0.9314,1471,Markarian 38,0.427896567
19830,111.3503,-0.2251,2114,Markarian 50,0.6149376905
18267,134.6647,0.0922,698,Markarian 6,0.6091200636
18190,119.4438,-0.9215,1429,Mayer 1,1.454877878
18998,289.8641,-5.5605,1995,Melotte 101,4.352421727
19055,292.904,-2.4119,2208,Melotte 105,1.605703195
19101,221.353,84.0249,96,Melotte 111,1.675686233
18297,146.5676,-5.8625,185,Melotte 20,8.077274438
18308,166.5707,-23.5211,133,Melotte 22,2.321523635
18327,180.0639,-22.3429,45,Melotte 25,2.161505002
18640,259.5593,-14.2436,4313,Melotte 66,8.782218045
18679,228.9488,4.498,3154,Melotte 71,3.211116045
18684,227.8411,5.3608,909,Melotte 72,0.6610435707
19256,328.5466,-0.9812,2100,Moffat 1,2.138029072
18280,135.758,1.5247,772,NGC 1027,2.245663305
18193,119.7966,-1.389,3026,NGC 103,1.760455637
18279,143.658,-15.6133,499,NGC 1039,2.540203224
18288,146.8125,-12.1631,4300,NGC 1193,1.876229065
