Object ID,Longitude,Latitude,Distance (Parsecs),Name,Diameter (Parsecs)
27281,295.07,-2.13,1700,[YSM99] 46,5.5
27282,295.07,-1.47,1700,[YSM99] 47,1.6
27283,295.13,-1.4,1700,[YSM99] 48,1.6
27284,295.2,-1.2,1700,[YSM99] 49,1.2
27240,234.6,0.07,4000,[YSM99] 5,4.7
27285,295.33,-1.67,1700,[YSM99] 50,1.2
27286,295.4,-1.47,1700,[YSM99] 51,2
27287,295.67,-2.47,1700,[YSM99] 52,2
27288,304.93,0.53,2000,[YSM99] 53,4.1
27289,306.13,0.33,1900,[YSM99] 54,1.8
27290,306.27,0.13,1900,[YSM99] 55,4.5
27291,313.27,-0.33,1500,[YSM99] 56,1.8
27292,313.47,-0.53,1500,[YSM99] 57,1
27293,327.6,-0.93,2800,[YSM99] 58,9.1
27294,331.87,2.4,1800,[YSM99] 59,1.2
27241,234.73,0.93,3600,[YSM99] 6,4.2
27295,331.87,2.8,1800,[YSM99] 60,6.2
27296,332,1.73,1800,[YSM99] 61,1.2
27297,332.13,1.53,1800,[YSM99] 62,1.7
27298,332.4,2.47,1800,[YSM99] 63,6.4
27299,332.47,1.93,1800,[YSM99] 64,4.7
27300,332.53,1.87,1800,[YSM99] 65,3.9
27301,332.73,1.53,1800,[YSM99] 66,5.3
27302,332.93,1.93,1800,[YSM99] 67,1.2
27303,332.93,2.4,1800,[YSM99] 68,5.6
27304,333.13,1.67,1800,[YSM99] 69,4.6
27242,235.47,-4.33,2000,[YSM99] 7,3.8
27305,333.33,2,1800,[YSM99] 70,7.1
27306,333.53,1.47,1800,[YSM99] 71,2.7
27307,335.53,-2.47,1350,[YSM99] 72,0.9
27308,335.53,-2.27,1350,[YSM99] 73,0.9
27309,335.93,-2.67,1350,[YSM99] 74,6.7
27310,336.2,-2.73,1350,[YSM99] 75,1.6
27311,336.27,-1.27,1350,[YSM99] 76,2.4
27312,336.47,-1.93,1350,[YSM99] 77,5.2
27313,336.47,-1.47,1350,[YSM99] 78,3.2
27314,336.47,-1.4,1350,[YSM99] 79,0.9
27243,252.6,-1.67,450,[YSM99] 8,0.3
27315,336.8,-1.2,1350,[YSM99] 80,1.3
27316,343.07,2.6,1850,[YSM99] 81,4.7
27317,358.27,-2,1600,[YSM99] 82,13.2
27318,358.47,-1.73,1600,[YSM99] 83,1.9
27319,358.67,-2.33,1600,[YSM99] 84,2.2
27320,5.8,-1.73,1860,[YSM99] 85,1.3
27321,6,-1.13,1860,[YSM99] 86,8.3
27322,6.27,-1.13,1860,[YSM99] 87,3.1
27323,6.67,-1.53,1860,[YSM99] 88,1.8
27324,6.87,-2.33,1860,[YSM99] 89,6
27244,252.93,-1.53,450,[YSM99] 9,1.3
27325,6.93,-2,1860,[YSM99] 90,3.1
27326,7,-1.53,1860,[YSM99] 91,1.3
27327,7.2,-2.27,1860,[YSM99] 92,1.3
27328,7.27,-2.33,1860,[YSM99] 93,1.3
27329,7.33,-2.13,1860,[YSM99] 94,4.9
27330,7.33,-1.6,1860,[YSM99] 95,4.2
24129,26.25,2,200,Aquila Rift 1,54.43761083
24130,39,0,200,Aquila Rift 2,34.99546541
24137,110,16.5,450,Cepheus,158.6942826
24146,300,-16,215,Chameleon,37.62012532
24147,303.5,-0.5,175,Coalsack,21.40691705
24136,93,2.5,800,Cyg OB7,168.1667764
24135,74.75,0,700,Cyg Rift,291.2004188
24157,79.5,0,1700,Cygnus X,447.6184918
24148,317.5,-4,170,G317-4,14.84472059
24149,339.5,13,170,Lupus,38.73810682
24164,15.05,-0.67,2300,M17,93
24141,201.25,1.5,800,Mon OB1,104.8695405
24144,214,-12,830,Mon R2,116.0785078
24142,213.25,-17.75,500,Orion A,83.09359225
24143,205.25,-13.5,500,Orion B,48.03344449
24139,158.25,-16,350,Per OB2 1,52.01898572
24140,167,-7.5,350,Per OB2 2,48.94876836
24152,0.5,-18,150,R CrA,18.34878605
24150,356,18.5,165,Rho Oph 1,34.68439764
24151,0.5,7.75,165,Rho Oph 2,25.97156325
25212,8,-0.5,10100,SRBY 1,10.57669913
25221,9.3,0.7,2800,SRBY 10,1.466076706
25311,23.4,0.25,11000,SRBY 100,15.3589074
25312,23.5,-0.4,5500,SRBY 101,8.639386903
25314,23.7,0.5,6100,SRBY 103,8.517212285
25315,23.8,0.55,900,SRBY 104,2.670361592
25316,23.95,0.15,5800,SRBY 105,6.073748017
25317,24.2,-0.05,11900,SRBY 106,18.69249166
25318,24.45,-0.8,4300,SRBY 107,3.001966801
25319,24.45,0.25,9100,SRBY 108,34.94166335
25222,9.3,0,4800,SRBY 11,6.702068683
25322,24.5,-0.15,3500,SRBY 111,4.886925081
25323,24.45,-0.5,3500,SRBY 112,12.21735439
25324,24.5,-0.7,3700,SRBY 113,5.811951189
25325,24.5,-0.25,10900,SRBY 114,17.12169404
25326,24.55,-0.5,4800,SRBY 115,8.377588916
25328,24.65,-0.1,9100,SRBY 117,12.70600521
25329,25.2,0.15,9100,SRBY 118,19.0590233
25223,9.6,0.8,4200,SRBY 12,13.92777848
25331,25.55,-0.4,9000,SRBY 120,6.283186328
25333,25.65,-0.1,11500,SRBY 122,42.14989018
25334,25.45,-0.2,9000,SRBY 123,15.70797922
25335,25.8,0.45,3700,SRBY 124,9.040823518
25336,25.8,0.25,9000,SRBY 125,39.27015739
25337,25.9,0.2,5100,SRBY 126,3.560472253
25338,25.7,-0.15,9000,SRBY 127,20.42038729
25339,25.9,-0.15,9000,SRBY 128,23.56199873
25340,25.95,-0.6,4700,SRBY 129,5.742136096
25224,9.8,-0.75,4400,SRBY 13,3.839725329
25341,26.2,0.1,5200,SRBY 130,8.168147617
25342,26.35,0.8,3600,SRBY 131,8.168154916
25343,26.5,-0.6,4900,SRBY 132,12.82819931
25344,26.55,-0.3,8900,SRBY 133,12.42675235
25346,26.65,0,9600,SRBY 135,16.75517783
25347,26.7,0.5,6200,SRBY 136,7.574732722
25348,26.65,0,8900,SRBY 137,9.320061613
25349,26.9,0.1,6500,SRBY 138,13.61358807
25350,26.95,-0.4,5000,SRBY 139,7.853988094
25225,10,-0.04,4700,SRBY 14,8.203055814
25351,26.95,-0.1,5800,SRBY 140,14.17210173
25352,27.05,-0.15,8900,SRBY 141,9.320061613
25354,27.3,-0.3,5200,SRBY 143,6.353001638
25355,27.35,-0.15,6600,SRBY 144,6.911506364
25357,27.5,0.15,10900,SRBY 146,15.21928097
25358,27.65,0.1,5900,SRBY 147,11.32720076
25359,27.75,0.1,8900,SRBY 148,20.1934941
25360,28.2,-0.05,10800,SRBY 149,7.539823594
25226,10.2,-0.3,6500,SRBY 15,18.1514714
25361,28.3,-0.35,3500,SRBY 150,12.82822745
25362,28.3,-0.1,5800,SRBY 151,15.18439918
25363,28.6,0.05,8800,SRBY 152,13.82301904
25364,28.8,0.2,11900,SRBY 153,12.46165541
25365,28.85,-0.25,6300,SRBY 154,13.19470844
25366,29.1,0.3,7100,SRBY 155,30.97979083
25367,28.95,-0.65,3800,SRBY 156,5.969030951
25368,29.35,-0.45,5400,SRBY 157,17.90714377
25369,29,0.05,8800,SRBY 158,29.18201206
25370,29.35,-0.55,4600,SRBY 159,8.831376866
25227,10.6,-0.4,6500,SRBY 16,19.28594483
25371,29.55,0.2,5600,SRBY 160,13.68340857
25373,29.85,-0.05,8700,SRBY 162,22.77659877
25375,29.9,-0.8,5900,SRBY 164,12.35694917
25376,30.4,0.45,3300,SRBY 165,2.303834987
25377,30.5,-0.65,900,SRBY 166,1.256637878
25378,30.55,0.35,8600,SRBY 167,12.00787306
25380,30.6,-0.45,10300,SRBY 169,7.190757686
25228,10.8,-0.8,4200,SRBY 17,11.72864306
25381,30.6,-0.1,8600,SRBY 170,13.50885952
25382,30.8,-0.05,6800,SRBY 171,23.73657423
25383,30.85,-0.15,3900,SRBY 172,4.764751229
25384,30.9,-0.6,8600,SRBY 173,7.504917689
25386,30.95,0.4,5500,SRBY 175,8.639386903
25387,30.3,-0.25,8600,SRBY 176,10.50688732
25388,31.3,0,5600,SRBY 177,7.81908013
25390,31.4,-0.25,10700,SRBY 179,9.337513868
25229,11.1,-0.4,6300,SRBY 18,10.99558545
25391,31.45,0.05,8500,SRBY 180,14.83531371
25392,31.95,-0.3,8500,SRBY 181,10.38471422
25393,32,0,8500,SRBY 182,32.63781741
25395,32.6,-0.25,10300,SRBY 184,30.56080488
25396,33.35,-0.55,8400,SRBY 185,10.26254111
25397,33.4,0,11400,SRBY 186,31.83488831
25398,33.45,-0.1,10300,SRBY 187,26.96539855
25230,11.1,-0.5,4800,SRBY 19,25.13297091
25401,33.85,0,10000,SRBY 190,17.45331024
25402,33.9,0.1,8300,SRBY 191,28.97258326
25403,34.15,-0.1,8300,SRBY 192,8.691742852
25404,34.25,0.1,3700,SRBY 193,12.26970962
25405,34.35,-0.85,900,SRBY 194,3.455768902
25406,34.4,-0.2,3700,SRBY 195,6.457724789
25407,34.8,-0.15,5600,SRBY 196,9.773853735
25408,34.65,-0.8,3900,SRBY 197,14.97499858
25409,35.05,0.3,3600,SRBY 198,11.93809584
25410,35.15,-0.75,3300,SRBY 199,8.639399535
25231,11.4,-0.3,6100,SRBY 20,9.581865474
25411,34.7,-0.7,3300,SRBY 200,14.97502777
25412,35.1,-0.1,900,SRBY 201,2.356199873
25413,35.75,-0.15,10200,SRBY 202,35.60486135
25414,35.8,-0.2,2000,SRBY 203,12.56653598
25415,35.95,-0.5,4100,SRBY 204,3.577925875
25416,36.1,0.65,5600,SRBY 205,16.61558324
25417,36.4,-0.1,3600,SRBY 206,14.45140383
25418,36.5,-0.15,5900,SRBY 207,17.50570377
25419,36.9,-0.05,5900,SRBY 208,8.237959423
25420,37.35,0.25,8600,SRBY 209,19.51281452
25232,11.6,-0.4,4300,SRBY 21,4.502951116
25421,37.45,0.1,3000,SRBY 210,4.188792927
25422,37.75,-0.2,11600,SRBY 211,10.12291223
25423,38.25,-0.15,11100,SRBY 212,11.62389707
25424,38.95,-0.45,2900,SRBY 213,6.073754678
25425,39.85,-0.2,11300,SRBY 214,82.83481
25426,40.3,-0.45,5700,SRBY 215,7.958706561
25427,41,-0.2,2700,SRBY 216,5.654875045
25428,41.15,-0.2,10700,SRBY 217,18.67504196
25429,41.9,-0.4,10600,SRBY 218,16.65045476
25430,42.35,-0.05,10500,SRBY 219,10.99557831
25233,11.7,-0.3,5600,SRBY 22,5.86430843
25431,42.15,-0.6,5400,SRBY 220,6.597347855
25432,42.75,-0.35,4600,SRBY 221,12.84565669
25434,43.2,-0.5,4400,SRBY 223,5.375616771
25435,44.35,-0.2,9200,SRBY 224,25.69131337
25436,45.45,0.005,9500,SRBY 225,41.4518328
25437,46.3,-0.2,9100,SRBY 226,22.23553892
25438,47.05,0.25,9300,SRBY 227,22.72423209
25439,47.4,-1,500,SRBY 228,0.959932268
25440,47.55,-0.55,8500,SRBY 229,13.35177976
25234,11.9,0.8,3600,SRBY 23,8.168154916
25442,48.6,0,11800,SRBY 231,12.35693562
25443,48.85,0.15,6600,SRBY 232,16.12687438
25444,49.5,-0.4,6600,SRBY 233,32.25394134
25445,49.75,-0.55,6500,SRBY 234,7.941252048
25447,50.85,0.25,3600,SRBY 236,4.398231903
25448,51.35,-0.05,6300,SRBY 237,20.89166773
25449,52.3,-0.05,6100,SRBY 238,6.387907397
25450,52.55,-0.95,6100,SRBY 239,28.74578556
25451,53.15,-0.25,6000,SRBY 240,7.330386506
25452,53.55,0.05,1800,SRBY 241,11.30988239
25453,54.1,-0.05,8200,SRBY 242,8.587023059
25454,54.65,0.8,9000,SRBY 243,15.70797922
25455,55.3,0.2,9000,SRBY 244,15.70797922
25456,59.3,-0.2,2700,SRBY 245,5.183634247
25457,60,0.1,8000,SRBY 246,25.13282391
25458,60.9,-0.1,7500,SRBY 247,6.544986356
25459,61.5,0.1,7400,SRBY 248,11.62390238
25460,63.1,0.4,7000,SRBY 249,8.55211759
25236,12,-0.6,4500,SRBY 25,7.853989609
25461,70.9,0.7,1800,SRBY 250,2.199115952
25462,71.1,-0.4,1400,SRBY 251,5.619990379
25463,76.2,0.1,5100,SRBY 252,19.58269045
25464,76.3,-0.7,4900,SRBY 253,8.552122019
25465,77.2,0.7,4100,SRBY 254,25.76139877
25466,78,-0.3,4800,SRBY 255,7.53982857
25467,78.1,-0.8,4100,SRBY 256,10.73379942
25468,78.2,0.1,2000,SRBY 257,6.283205978
25469,78.8,-0.5,4100,SRBY 258,11.44938965
25470,79.2,0.1,1900,SRBY 259,3.316128946
25471,79.1,1,1900,SRBY 260,3.979356513
25472,79.5,1,1800,SRBY 261,0.942477882
25473,79.6,-0.6,2500,SRBY 262,6.544999648
25474,80.7,0.7,3500,SRBY 263,10.99561046
25475,80.8,-0.5,3800,SRBY 264,3.316126421
25476,81.2,1,1500,SRBY 265,3.665198724
25477,81.4,0.7,3500,SRBY 266,7.941261724
25478,81.4,0,2000,SRBY 267,7.330415683
25479,81.7,0.6,2000,SRBY 268,1.047197647
25480,82,-0.4,1400,SRBY 269,4.398244185
25238,12.4,-0.7,3400,SRBY 27,2.967060482
25481,83.3,-0.2,1200,SRBY 270,2.303837443
25482,83.5,-1,1100,SRBY 271,2.879799845
25483,84.6,0.2,2000,SRBY 272,6.283205978
25484,85.4,0,7100,SRBY 273,3.717551646
25239,12.7,0.7,2500,SRBY 28,10.0356971
25214,8.3,0,6200,SRBY 3,43.28486867
25241,12.8,-0.2,4100,SRBY 30,20.75214202
25242,12.9,0.5,4300,SRBY 31,6.003936529
25243,13,0.4,4000,SRBY 32,13.96269073
25244,13,-0.1,5300,SRBY 33,15.72546271
25245,13.7,-0.1,5200,SRBY 34,9.075721326
25246,13.9,0.9,3300,SRBY 35,5.75959238
25247,13.9,0.3,5200,SRBY 36,10.89087046
25248,14,-0.1,3200,SRBY 37,5.585059277
25249,14,-0.6,2400,SRBY 38,20.52557241
25250,14.2,-0.2,4400,SRBY 39,27.64637916
25251,14.6,-0.6,4200,SRBY 40,6.597349999
25252,15,-0.7,2500,SRBY 41,6.981335155
25253,15,0,3000,SRBY 42,4.188792927
25254,15.1,0.9,4600,SRBY 43,6.422815821
25255,15.3,0,3600,SRBY 44,8.168154916
25256,15.7,-0.2,5400,SRBY 45,8.482307141
25257,15.9,-0.6,2200,SRBY 46,10.3673325
25258,15.9,0.3,2200,SRBY 47,5.75959969
25259,15.9,-1,5500,SRBY 48,6.719520963
25260,16.2,-0.8,5300,SRBY 49,2.775073764
25216,8.4,-0.3,5700,SRBY 5,31.83513657
25261,15.8,-0.6,4800,SRBY 50,6.702068683
25263,16.7,-0.45,4300,SRBY 52,10.50690301
25264,16.3,-0.4,2200,SRBY 53,1.151917412
25265,16.3,0.4,3100,SRBY 54,4.869472618
25266,16.5,0.4,3900,SRBY 55,7.48747169
25267,16.65,-0.05,5400,SRBY 56,16.02216955
25269,16.9,0.3,2600,SRBY 58,9.983332384
25217,8.5,-1,3200,SRBY 6,13.96272263
25271,17.3,-0.9,4400,SRBY 60,3.071779983
25272,17.7,0.3,2400,SRBY 61,6.283199662
25274,18.15,-0.3,4900,SRBY 63,21.38041902
25277,18.85,-0.5,5600,SRBY 66,30.29921147
25279,19.25,0.5,2600,SRBY 68,4.991647794
25280,19.55,0.25,500,SRBY 69,0.959932268
25218,8.3,-0.3,3200,SRBY 7,8.936108999
25281,19.6,-0.05,4900,SRBY 70,6.841695114
25282,19.65,-0.65,4800,SRBY 71,5.864309204
25284,19.75,-0.65,2400,SRBY 73,3.351034342
25285,19.8,-0.45,5600,SRBY 74,15.63819075
25286,19.9,-0.55,4000,SRBY 75,16.05711537
25287,10.4,0.6,700,SRBY 76,1.343905175
25219,8.7,0.6,4000,SRBY 8,5.585057236
25291,20.75,0.1,6000,SRBY 80,9.424785712
25293,20.9,-0.3,3400,SRBY 82,6.527539422
25294,21.35,0.35,800,SRBY 83,5.864411328
25295,21.4,-0.65,4600,SRBY 84,24.08576379
25296,21.75,0,5300,SRBY 85,14.80043053
25298,21.5,0.25,5900,SRBY 87,5.1487226
25300,22.05,0.2,4200,SRBY 89,13.92777848
25220,8.9,-0.5,6300,SRBY 9,4.39823043
25303,22.55,-0.05,8500,SRBY 92,5.934120421
25305,22.75,-0.25,9200,SRBY 94,9.634220993
25306,22.8,0.4,11700,SRBY 95,10.21017872
25307,22.85,0.4,8400,SRBY 96,8.796462646
25310,23.1,0.6,3200,SRBY 99,4.468045789
24886,8.53,-0.29,3200,SYCSW 10,77.3
24679,13.65,0.78,3300,SYCSW 100,11.6
24392,38.5,-0.48,5600,SYCSW 1003,4.9
24191,38.5,0.86,900,SYCSW 1004,0.8
24236,38.6,0.87,3000,SYCSW 1006,2.6
24400,38.66,0.97,2900,SYCSW 1008,5
24475,38.9,-0.8,6600,SYCSW 1014,5.8
24678,39.03,-0.8,6600,SYCSW 1019,11.5
24470,40,-0.12,6500,SYCSW 1036,5.7
24386,40.25,0,5500,SYCSW 1039,4.8
24805,40.37,-0.41,5700,SYCSW 1040,19.8
24266,40.42,0.8,2200,SYCSW 1044,3.8
24673,40.98,-0.6,6400,SYCSW 1053,11.2
24611,41.03,0.76,2600,SYCSW 1055,9.1
24463,41.05,-0.66,6400,SYCSW 1056,5.6
24809,13.98,0.88,3000,SYCSW 106,20.9
24464,41.2,-0.56,6400,SYCSW 1061,5.6
24637,41.21,0.37,5600,SYCSW 1063,9.8
24358,41.9,-0.2,5300,SYCSW 1073,4.6
24833,14.14,-0.13,4900,SYCSW 108,29.9
24671,42.28,-0.51,6300,SYCSW 1080,11
24402,44.05,-0.05,5700,SYCSW 1099,5
24669,8.18,0.2,3200,SYCSW 10A,11
24459,8.51,-0.98,3200,SYCSW 10B,5.5
24668,8.63,-0.7,3200,SYCSW 10C,11
24255,8.6,-0.54,3200,SYCSW 10D,2.8
24374,8.5,0.71,2700,SYCSW 11,4.8
24710,14.3,-0.51,4900,SYCSW 110,12.8
24745,44.31,-0.01,5400,SYCSW 1102,14.2
24599,44.37,-0.81,5100,SYCSW 1103,8.9
24450,44.45,0.05,6100,SYCSW 1106,5.3
24451,44.6,-0.33,6100,SYCSW 1109,5.3
24763,44.66,-0.55,6000,SYCSW 1112,15.8
24453,44.75,-0.5,6000,SYCSW 1114,5.3
24664,44.87,-0.75,6000,SYCSW 1115,10.5
24357,44.85,0.1,5200,SYCSW 1116,4.6
24454,44.9,0.16,6000,SYCSW 1117,5.3
24440,44.95,0.35,6000,SYCSW 1118,5.2
24439,45,0.2,6000,SYCSW 1119,5.2
24595,14.41,-0.5,4900,SYCSW 112,8.6
24663,45.07,-0.49,6000,SYCSW 1120,10.5
24435,45.15,-0.75,6000,SYCSW 1121,5.2
24436,45.2,-0.81,6000,SYCSW 1122,5.2
24437,45.45,0.17,6000,SYCSW 1125,5.2
24723,45.57,-0.69,5100,SYCSW 1127,13.3
24486,14.4,0.49,2200,SYCSW 113,5.9
24753,45.7,0.19,5600,SYCSW 1130,14.7
24438,45.75,-0.02,5900,SYCSW 1132,5.2
24801,45.87,0.28,5600,SYCSW 1135,19.4
24338,45.95,-0.4,5200,SYCSW 1137,4.5
24230,14.4,1,2800,SYCSW 114,2.4
24335,46.2,0.25,5200,SYCSW 1143,4.5
24752,47.55,-0.55,5600,SYCSW 1152,14.6
24800,47.73,-0.45,5500,SYCSW 1153,19.3
24363,48.45,-0.7,5400,SYCSW 1155,4.7
24315,48.45,0,4900,SYCSW 1156,4.3
24621,48.52,-0.63,5300,SYCSW 1157,9.3
24743,48.5,-0.28,5300,SYCSW 1159,13.9
24835,14.57,-0.64,4900,SYCSW 116,30.1
24395,48.65,-0.75,5600,SYCSW 1165,4.9
24398,48.75,-0.7,5600,SYCSW 1168,4.9
24640,48.74,-0.5,5600,SYCSW 1169,9.8
24667,14.67,0.78,3100,SYCSW 117,10.7
24391,48.75,-0.45,5600,SYCSW 1170,4.9
24635,48.76,-0.45,5600,SYCSW 1171,9.8
24634,48.77,-0.15,5600,SYCSW 1172,9.8
24390,48.8,-0.65,5600,SYCSW 1174,4.9
24725,48.81,-0.54,5100,SYCSW 1175,13.4
24633,48.82,-0.4,5600,SYCSW 1176,9.8
24590,48.83,0.05,4800,SYCSW 1177,8.3
24638,48.87,-0.4,5600,SYCSW 1180,9.8
24639,48.86,-0.05,5600,SYCSW 1181,9.8
24852,48.99,-0.29,5600,SYCSW 1184,38.9
24631,48.88,-0.25,5600,SYCSW 1184A,9.7
24630,48.98,-0.3,5600,SYCSW 1184B,9.7
24393,49.1,-0.25,5600,SYCSW 1184C,4.9
24397,49.05,-0.45,5600,SYCSW 1185,4.9
24396,49.05,-0.45,5600,SYCSW 1186,4.9
24331,49.05,-0.11,5100,SYCSW 1187,4.4
24311,49.05,0.49,4700,SYCSW 1188,4.1
24632,49.13,0.13,5600,SYCSW 1189,9.7
24301,49.45,0,4600,SYCSW 1191,4.1
24882,49.45,-0.27,5500,SYCSW 1192,72.3
24380,49.2,-0.3,5500,SYCSW 1192A,4.8
24381,49.25,-0.35,5500,SYCSW 1192B,4.8
24382,49.35,-0.35,5500,SYCSW 1192C,4.8
24383,49.4,0,5500,SYCSW 1192D,4.8
24384,49.45,-0.57,5500,SYCSW 1192E,4.8
24629,49.43,-0.5,5500,SYCSW 1192F,9.6
24385,49.45,-0.4,5500,SYCSW 1192G,4.8
24819,49.46,-0.36,5500,SYCSW 1192H,24.1
24376,49.5,-0.36,5500,SYCSW 1192I,4.8
24377,49.5,-0.25,5500,SYCSW 1192J,4.8
24378,49.55,-0.02,5500,SYCSW 1192K,4.8
24628,49.58,-0.25,5500,SYCSW 1192L,9.6
24379,49.65,-0.3,5500,SYCSW 1192M,4.8
24642,49.5,0.17,11600,SYCSW 1193,10.1
24799,49.55,0.18,5500,SYCSW 1196,19.2
24627,49.53,0.1,5500,SYCSW 1197,9.6
24830,49.74,-0.53,5500,SYCSW 1199,28.8
24371,49.75,-0.53,5500,SYCSW 1199A,4.8
24370,49.75,-0.35,5500,SYCSW 1200,4.8
24750,49.83,-0.3,5500,SYCSW 1202,14.4
24387,50.05,-0.5,5500,SYCSW 1206,4.8
24746,50.03,0.01,5500,SYCSW 1207,14.3
24375,50.05,0.04,5500,SYCSW 1207A,4.8
24626,50.06,0.27,5500,SYCSW 1208,9.5
24218,50.1,0.85,2200,SYCSW 1210,2
24367,50.5,1,5400,SYCSW 1214,4.7
24368,50.55,-0.1,5400,SYCSW 1215,4.7
24623,50.82,-0.5,5400,SYCSW 1217,9.4
24366,50.85,-0.15,5400,SYCSW 1218,4.7
24847,13.9,-0.31,2400,SYCSW 122,35.7
24620,50.93,-0.09,5400,SYCSW 1220,9.3
24360,51,-0.31,5300,SYCSW 1222,4.7
24359,51,-0.2,5300,SYCSW 1223,4.7
24318,51.05,0.1,5100,SYCSW 1224,4.4
24792,51.4,-0.05,5300,SYCSW 1225,18.5
24356,51.35,-0.05,5300,SYCSW 1225A,4.6
24215,51.67,0.73,500,SYCSW 1226,1.7
24350,51.85,0.2,5200,SYCSW 1227,4.6
24216,51.86,0.8,700,SYCSW 1228,1.7
24355,52,-0.33,5200,SYCSW 1229,4.6
24498,12.4,0.51,2400,SYCSW 122A,6.2
24302,12.62,0.4,2400,SYCSW 122B,4.1
24749,12.76,0.58,2400,SYCSW 122C,14.4
24497,13.42,-0.25,2400,SYCSW 122D,6.2
24660,13.43,-0.23,2400,SYCSW 122E,10.3
24221,13.5,0.01,2400,SYCSW 122F,2.1
24220,13.6,0.1,2400,SYCSW 122G,2.1
24305,13.72,-0.7,2400,SYCSW 122H,4.1
24661,13.68,-0.28,2400,SYCSW 122I,10.3
24853,14.08,-0.56,2400,SYCSW 122J,39.1
24304,14.79,-0.51,2400,SYCSW 122K,4.1
24793,15.06,-0.64,2400,SYCSW 122L,18.5
24303,15.22,-0.5,2400,SYCSW 122M,4.1
24808,15.16,0.91,4000,SYCSW 123,20.8
24609,52.06,-0.35,5200,SYCSW 1231,9.1
24354,52.15,0,5200,SYCSW 1232,4.6
24336,52.25,-0.83,5200,SYCSW 1233,4.5
24607,52.22,-0.79,5200,SYCSW 1234,9.1
24212,52.24,0.74,600,SYCSW 1236,1.6
24190,52.25,0.75,600,SYCSW 1236A,0.5
24608,52.33,-0.43,5200,SYCSW 1237,9.1
24786,52.29,-0.07,5200,SYCSW 1238,18.1
24337,52.45,-0.03,5200,SYCSW 1239,4.5
24885,52.63,-0.96,5200,SYCSW 1240,76.5
24602,52.57,-0.95,5200,SYCSW 1240A,9
24343,52.9,-0.9,5200,SYCSW 1240B,4.5
24321,52.9,-0.65,5100,SYCSW 1242,4.4
24332,52.95,-0.55,5100,SYCSW 1243,4.5
24814,53.19,-0.25,5100,SYCSW 1245,22.2
24319,53.15,-0.25,5100,SYCSW 1245A,4.4
24579,53.27,-0.15,4300,SYCSW 1251,7.4
24323,53.4,-0.3,5100,SYCSW 1253,4.4
24322,53.6,-0.24,5000,SYCSW 1256,4.4
24328,53.6,-0.25,5000,SYCSW 1256A,4.4
24721,53.64,-0.13,5000,SYCSW 1257,13.2
24324,53.65,-0.12,5000,SYCSW 1259,4.4
24327,53.75,-0.1,5000,SYCSW 1261,4.4
24326,53.8,-0.15,5000,SYCSW 1262,4.4
24325,53.85,-0.2,5000,SYCSW 1263,4.4
24267,53.85,-0.1,4300,SYCSW 1264,3.8
24698,54.11,-1.05,4700,SYCSW 1266,12.3
24603,54.95,-0.49,10300,SYCSW 1274,9
24766,55.73,0.11,4800,SYCSW 1279,16.7
24699,56,-0.1,4800,SYCSW 1280,12.4
24576,57.42,0.21,4200,SYCSW 1283,7.2
24330,15.5,-0.61,5000,SYCSW 129,4.4
24269,59.5,-0.12,4300,SYCSW 1291,3.8
24268,59.6,0.91,4300,SYCSW 1292,3.8
24646,62.93,0.1,3900,SYCSW 1301,10.1
24573,64.8,0.2,7900,SYCSW 1305,6.9
24662,69.53,-0.99,3000,SYCSW 1309,10.4
24802,70.65,-0.52,2800,SYCSW 1310,19.6
24229,70.8,0.61,2800,SYCSW 1311,2.4
24693,70.85,0.73,2800,SYCSW 1312,12.2
24832,71,-0.22,2800,SYCSW 1313,29
24577,71.2,0.81,2700,SYCSW 1314,7.2
24369,71.51,-0.4,2700,SYCSW 1316,4.7
24201,74.1,0.1,1500,SYCSW 1318,1.3
24442,74.61,-1,1500,SYCSW 1319,5.2
24596,15.48,-0.1,5000,SYCSW 132,8.7
24287,74.7,0.6,1500,SYCSW 1320,3.9
24288,75,-0.91,1500,SYCSW 1321,3.9
24200,75,-0.91,1500,SYCSW 1321A,1.3
24205,75.4,-0.21,1500,SYCSW 1322,1.3
24286,75.61,0.2,1500,SYCSW 1323,3.9
24446,75.72,0.34,1500,SYCSW 1324,5.2
24289,76.14,0.69,1500,SYCSW 1325,3.9
24715,76.14,0.09,1500,SYCSW 1326,13.1
24276,76.19,0.1,1500,SYCSW 1326A,3.9
24586,76.33,-0.67,1500,SYCSW 1327,7.9
24434,76.32,-0.66,1500,SYCSW 1327A,5.2
24447,76.33,-0.99,1500,SYCSW 1328,5.2
24290,76.85,0.8,1500,SYCSW 1329,3.9
24203,77.1,0.09,1500,SYCSW 1330,1.3
24584,77.11,0.59,1500,SYCSW 1331,7.9
24282,77.34,0.6,1500,SYCSW 1332,3.9
24444,77.91,-0.01,1500,SYCSW 1333,5.2
24443,77.95,-0.32,1500,SYCSW 1334,5.2
24202,78,0.54,1500,SYCSW 1335,1.3
24713,78.1,-0.86,1500,SYCSW 1336,13.1
24540,78.11,-0.85,1500,SYCSW 1336A,6.5
24242,78.19,-0.32,1500,SYCSW 1337,2.6
24588,78.19,-0.31,1500,SYCSW 1338,7.9
24294,78.2,-0.2,1500,SYCSW 1339,3.9
24703,15.47,0.69,2900,SYCSW 134,12.6
